period,capacity_mwh,reserve_mw,supply_mw,model,native_deficit_mwh,predicted_deficit_mwh,requested_reserve_mwh,hydrogen_energy_mwh,baseline_charge_mwh,maximum_state_error_mwh,initial_inventory_mwh,terminal_inventory_mwh,hours,native_deficit_pct,predicted_deficit_pct,terminal_restoration_mwh,restored_hydrogen_energy_mwh,restored_hydrogen_change_mwh
calibration,0.25,0.5,0.25,gross,18.4570400569215,0.0,208.67031739231837,1116.0981931562549,-30.348193156254812,0.0283945698139507,0.125,0.1514883565840892,4343.0,8.845072115465593,,-0.024899055189043857,1116.123092211444,30.373092211443918
calibration,0.25,0.5,0.25,minute,19.21142205502247,19.272740655798113,208.67031739231837,1115.8586314499305,-30.108631449930545,0.0058413725524323,0.125,0.1480521304044932,4343.0,9.206590709738235,9.235976106541154,-0.0216690025802236,1115.8803004525107,30.13030045251071
calibration,0.25,0.5,0.25,native,19.3013906605028,19.3013906605028,208.67031739231837,1115.624665807158,-29.874665807157854,0.0,0.125,0.1480633710495644,4343.0,9.249705900535199,9.249705900535199,-0.021679568786590542,1115.6463453759445,29.89634537594452
calibration,0.25,0.5,0.25,quarter,18.092329545976437,18.17548338225366,208.67031739231837,1118.5022071570559,-32.752207157055864,0.0620535547029292,0.125,0.1508938356344161,4343.0,8.670293778276706,8.710143162375207,-0.024340205496351137,1118.5265473625523,32.776547362552265
calibration,0.25,0.5,0.5,5minute,18.865168308131786,19.055779958385838,208.67031739231837,2202.4542844525035,-30.954284452503583,0.0221095512871432,0.125,0.1496278777112819,4343.0,9.04065731239754,9.132003150481298,-0.02315020504860497,2202.4774346575523,30.977434657552294
calibration,0.25,0.5,0.5,envelope,19.301390660503245,19.301390660435878,208.67031739231837,2201.374665807158,-29.874665807158095,1.3153367284246542e-13,0.125,0.1480633710495666,4343.0,9.249705900535412,9.249705900503129,-0.021679568786592603,2201.3963453759447,29.896345375944748
calibration,0.25,0.5,0.5,gross,18.4570400569215,0.0,208.67031739231837,2201.8481931562546,-30.348193156254812,0.0283945698139507,0.125,0.1514883565840892,4343.0,8.845072115465593,,-0.024899055189043857,2201.8730922114437,30.37309221144369
calibration,0.25,0.5,0.5,minute,19.21142205502247,19.272740655798113,208.67031739231837,2201.6086314499307,-30.108631449930545,0.0058413725524323,0.125,0.1480521304044932,4343.0,9.206590709738235,9.235976106541154,-0.0216690025802236,2201.630300452511,30.130300452511165
calibration,0.25,0.5,0.5,native,19.3013906605028,19.3013906605028,208.67031739231837,2201.3746658071577,-29.874665807157854,0.0,0.125,0.1480633710495644,4343.0,9.249705900535199,9.249705900535199,-0.021679568786590542,2201.3963453759443,29.896345375944293
calibration,0.25,0.5,0.5,quarter,18.092329545976437,18.17548338225366,208.67031739231837,2204.252207157056,-32.752207157055864,0.0620535547029292,0.125,0.1508938356344161,4343.0,8.670293778276706,8.710143162375207,-0.024340205496351137,2204.2765473625523,32.776547362552265
calibration,0.25,0.5,0.75,5minute,18.865168308131786,19.055779958385838,208.67031739231837,3288.2042844525035,-30.954284452503583,0.0221095512871432,0.125,0.1496278777112819,4343.0,9.04065731239754,9.132003150481298,-0.02315020504860497,3288.2274346575523,30.977434657552294
calibration,0.25,0.5,0.75,envelope,19.301390660503245,19.301390660435878,208.67031739231837,3287.124665807158,-29.874665807158095,1.3153367284246542e-13,0.125,0.1480633710495666,4343.0,9.249705900535412,9.249705900503129,-0.021679568786592603,3287.1463453759447,29.896345375944748
calibration,0.25,0.5,0.75,gross,18.4570400569215,0.0,208.67031739231837,3287.5981931562546,-30.348193156254812,0.0283945698139507,0.125,0.1514883565840892,4343.0,8.845072115465593,,-0.024899055189043857,3287.6230922114437,30.37309221144369
calibration,0.25,0.5,0.75,minute,19.21142205502247,19.272740655798113,208.67031739231837,3287.3586314499307,-30.108631449930545,0.0058413725524323,0.125,0.1480521304044932,4343.0,9.206590709738235,9.235976106541154,-0.0216690025802236,3287.380300452511,30.130300452511165
calibration,0.25,0.5,0.75,native,19.3013906605028,19.3013906605028,208.67031739231837,3287.1246658071577,-29.874665807157854,0.0,0.125,0.1480633710495644,4343.0,9.249705900535199,9.249705900535199,-0.021679568786590542,3287.1463453759443,29.896345375944293
calibration,0.25,0.5,0.75,quarter,18.092329545976437,18.17548338225366,208.67031739231837,3290.002207157056,-32.752207157055864,0.0620535547029292,0.125,0.1508938356344161,4343.0,8.670293778276706,8.710143162375207,-0.024340205496351137,3290.0265473625523,32.776547362552265
calibration,0.25,0.75,0.25,5minute,60.61086594954359,60.82013068336684,313.00547608849115,1123.9482883085861,-38.19828830858624,0.0206718876307081,0.125,0.163050873346137,4343.0,19.364155128202302,19.43101170094932,-0.03576782094536877,1123.9840561295316,38.23405612953161
calibration,0.25,0.75,0.25,envelope,61.405785329209486,61.405785329160594,313.00547608849115,1122.5885547499333,-36.83855474993339,9.944822743079841e-14,0.125,0.1627074882213474,4343.0,19.61811853791631,19.61811853790069,-0.03544503892806655,1122.6239997888615,36.87399978886151
calibration,0.25,0.75,0.25,gross,60.07505625204184,0.0,313.00547608849115,1123.3717129348188,-37.6217129348188,0.0496693378792527,0.125,0.1709031880767877,4343.0,19.192972916249477,,-0.043148996792180434,1123.4148619316109,37.66486193161086
calibration,0.25,0.75,0.25,minute,61.26658073502113,61.330777107659706,313.00547608849115,1122.8923328753224,-37.14233287532236,0.0055756608508999,0.125,0.1626338122006322,4343.0,19.573645004760294,19.594154669140874,-0.03537578346859426,1122.927708658791,37.17770865879106
calibration,0.25,0.75,0.25,native,61.40578532920957,61.40578532920957,313.00547608849115,1122.588554749934,-36.838554749934055,0.0,0.125,0.1627074882213569,4343.0,19.618118537916338,19.618118537916338,-0.035445038928075476,1122.6239997888622,36.87399978886219
calibration,0.25,0.75,0.25,quarter,59.44265595638288,58.96910086673935,313.00547608849115,1126.2677962075243,-40.51779620752423,0.0709943494488107,0.125,0.1694490855356428,4343.0,18.990931628166653,18.839638719313633,-0.04178214040350424,1126.3095783479278,40.559578347927754
calibration,0.25,0.75,0.5,5minute,60.61086594954359,60.82013068336684,313.00547608849115,2209.698288308586,-38.19828830858624,0.0206718876307081,0.125,0.163050873346137,4343.0,19.364155128202302,19.43101170094932,-0.03576782094536877,2209.7340561295314,38.23405612953138
calibration,0.25,0.75,0.5,envelope,61.405785329209486,61.405785329160594,313.00547608849115,2208.3385547499333,-36.83855474993339,9.944822743079841e-14,0.125,0.1627074882213474,4343.0,19.61811853791631,19.61811853790069,-0.03544503892806655,2208.3739997888615,36.87399978886151
calibration,0.25,0.75,0.5,gross,60.07505625204184,0.0,313.00547608849115,2209.121712934819,-37.6217129348188,0.0496693378792527,0.125,0.1709031880767877,4343.0,19.192972916249477,,-0.043148996792180434,2209.164861931611,37.664861931611085
calibration,0.25,0.75,0.5,minute,61.26658073502113,61.330777107659706,313.00547608849115,2208.642332875322,-37.14233287532236,0.0055756608508999,0.125,0.1626338122006322,4343.0,19.573645004760294,19.594154669140874,-0.03537578346859426,2208.677708658791,37.177708658790834
calibration,0.25,0.75,0.5,native,61.40578532920957,61.40578532920957,313.00547608849115,2208.338554749934,-36.838554749934055,0.0,0.125,0.1627074882213569,4343.0,19.618118537916338,19.618118537916338,-0.035445038928075476,2208.373999788862,36.873999788861965
calibration,0.25,0.75,0.5,quarter,59.44265595638288,58.96910086673935,313.00547608849115,2212.017796207524,-40.51779620752423,0.0709943494488107,0.125,0.1694490855356428,4343.0,18.990931628166653,18.839638719313633,-0.04178214040350424,2212.0595783479275,40.55957834792753
calibration,0.25,0.75,0.75,5minute,60.61086594954359,60.82013068336684,313.00547608849115,3295.448288308586,-38.19828830858624,0.0206718876307081,0.125,0.163050873346137,4343.0,19.364155128202302,19.43101170094932,-0.03576782094536877,3295.4840561295314,38.23405612953138
calibration,0.25,0.75,0.75,envelope,61.405785329209486,61.405785329160594,313.00547608849115,3294.0885547499333,-36.83855474993339,9.944822743079841e-14,0.125,0.1627074882213474,4343.0,19.61811853791631,19.61811853790069,-0.03544503892806655,3294.1239997888615,36.87399978886151
