period,capacity_mwh,eta,horizon_hours,measured_feedback,model,deficit_mwh,requested_mwh,hydrogen_energy_mwh,max_state_error,initial_inventory,terminal_inventory,deficit_pct,terminal_restoration_mwh,restored_hydrogen_energy_mwh
calibration,2.0,0.9,1.0,False,quarter,6.38295685081705,313.00547608849115,2214.977748515721,1.0505312218068592,1.0,0.4835908585590828,2.03924766128133,0.5737879349343524,2214.4039605807866
calibration,2.0,0.9,1.0,True,5minute,0.05721729199559072,313.00547608849115,2207.392145511591,0.0035342346242481,1.0,1.0015163351838965,0.01827996516566201,-0.00136470166550684,2207.3935102132564
calibration,2.0,0.9,1.0,True,envelope,0.05721729199559072,313.00547608849115,2207.392145511591,9.85878045867139e-14,1.0,1.0015163351838965,0.01827996516566201,-0.00136470166550684,2207.3935102132564
calibration,2.0,0.9,1.0,True,gross,0.05721729199559072,313.00547608849115,2207.392145511591,0.0228569019205182,1.0,1.0015163351838965,0.01827996516566201,-0.00136470166550684,2207.3935102132564
calibration,2.0,0.9,1.0,True,minute,0.05721729199559072,313.00547608849115,2207.392145511591,0.0008906697836663,1.0,1.0015163351838965,0.01827996516566201,-0.00136470166550684,2207.3935102132564
calibration,2.0,0.9,1.0,True,native,0.05721729199559072,313.00547608849115,2207.392145511591,0.0,1.0,1.0015163351838965,0.01827996516566201,-0.00136470166550684,2207.3935102132564
calibration,2.0,0.9,1.0,True,quarter,0.05721729199559072,313.00547608849115,2207.392145511591,0.0228569019205182,1.0,1.0015163351838965,0.01827996516566201,-0.00136470166550684,2207.3935102132564
calibration,2.0,0.94,0.25,False,5minute,1.2367456867811855,313.00547608849115,2224.9929038083696,0.962869456454401,1.0,0.3900316967235587,0.3951195046924801,0.6489024502940866,2224.3440013580757
calibration,2.0,0.94,0.25,False,envelope,0.027284931583122025,313.00547608849115,2223.0386886492734,1.1940226585238634e-11,1.0,1.0135299278313052,0.00871707802818382,-0.01271813216142693,2223.0514067814347
calibration,2.0,0.94,0.25,False,gross,0.027284931468570136,313.00547608849115,2223.0625958927913,0.0256478350889838,1.0,0.9878820927540936,0.008717077991586414,0.012891390687134517,2223.0497045021043
calibration,2.0,0.94,0.25,False,minute,4.5211712225703393e-10,313.00547608849115,2223.4754669222566,0.4128584758529043,1.0,0.6007213486972336,1.444438378225734e-10,0.42476452266251746,2223.0507023995942
calibration,2.0,0.94,0.25,False,native,0.027284931590416298,313.00547608849115,2223.0386886492597,0.0,1.0,1.013529927843069,0.00871707803051422,-0.012718132172484808,2223.051406781432
calibration,2.0,0.94,0.25,False,quarter,4.11985597677623,313.00547608849115,2228.0428197739707,1.0177506341814395,1.0,0.3875701585495497,1.3162248879030753,0.651521107926011,2227.391298666045
calibration,2.0,0.94,0.25,True,5minute,0.027284931590416298,313.00547608849115,2223.0386886492597,0.0036746936545113,1.0,1.013529927843069,0.00871707803051422,-0.012718132172484808,2223.051406781432
